station_name,entrance_latitude,entrance_longitude,entrance_number,station_entrance
Van Cortlandt Park-242nd St,40.889683,-73.897925,1,Van Cortlandt Park-242nd St entrance 1
Van Cortlandt Park-242nd St,40.889783,-73.898432,2,Van Cortlandt Park-242nd St entrance 2
Van Cortlandt Park-242nd St,40.889946,-73.897798,3,Van Cortlandt Park-242nd St entrance 3
Alabama Av,40.676755,-73.899834,1,Alabama Av entrance 1
Alabama Av,40.676803,-73.89951,2,Alabama Av entrance 2
New Lots Av,40.659041,-73.899409,1,New Lots Av entrance 1
East 105th St,40.651278,-73.898862,1,East 105th St entrance 1
East 105th St,40.651462,-73.899191,2,East 105th St entrance 2
Livonia Av,40.663742,-73.900522,1,Livonia Av entrance 1
Livonia Av,40.663749,-73.900482,2,Livonia Av entrance 2
182nd-183rd Sts,40.856038,-73.90114,2,182nd-183rd Sts entrance 2
182nd-183rd Sts,40.856237,-73.901115,4,182nd-183rd Sts entrance 4
182nd-183rd Sts,40.856039,-73.900449,3,182nd-183rd Sts entrance 3
182nd-183rd Sts,40.855864,-73.900484,1,182nd-183rd Sts entrance 1
238th St,40.885226,-73.900439,3,238th St entrance 3
238th St,40.884813,-73.900923,1,238th St entrance 1
238th St,40.884868,-73.900598,2,238th St entrance 2
Fordham Rd,40.862562,-73.901367,6,Fordham Rd entrance 6
Fordham Rd,40.862814,-73.900815,9,Fordham Rd entrance 9
Fordham Rd,40.86289,-73.901262,10,Fordham Rd entrance 10
Fordham Rd,40.862592,-73.90097,7,Fordham Rd entrance 7
Canarsie - Rockaway Parkway,40.645806,-73.901414,2,Canarsie - Rockaway Parkway entrance 2
Prospect Av,40.819684,-73.901348,7,Prospect Av entrance 7
Prospect Av,40.819562,-73.901498,5,Prospect Av entrance 5
Prospect Av,40.819368,-73.901966,4,Prospect Av entrance 4
Prospect Av,40.819887,-73.901666,8,Prospect Av entrance 8
Prospect Av,40.819583,-73.901958,6,Prospect Av entrance 6
Canarsie - Rockaway Parkway,40.64556,-73.902524,1,Canarsie - Rockaway Parkway entrance 1
Sutter Av,40.668527,-73.901765,4,Sutter Av entrance 4
Junius St,40.663426,-73.902636,2,Junius St entrance 2
Junius St,40.663361,-73.903063,1,Junius St entrance 1
Woodside Av-61st St,40.745717,-73.903063,3,Woodside Av-61st St entrance 3
Woodside Av-61st St,40.745531,-73.903248,1,Woodside Av-61st St entrance 1
Woodside Av-61st St,40.745692,-73.903234,2,Woodside Av-61st St entrance 2
Forest Av,40.704443,-73.902389,1,Forest Av entrance 1
Forest Av,40.704729,-73.902243,2,Forest Av entrance 2
Atlantic Av,40.675609,-73.902767,3,Atlantic Av entrance 3
Atlantic Av,40.675607,-73.902672,2,Atlantic Av entrance 2
Atlantic Av,40.67538,-73.902612,1,Atlantic Av entrance 1
183rd St,40.858453,-73.90369,2,183rd St entrance 2
183rd St,40.858477,-73.904088,3,183rd St entrance 3
183rd St,40.858267,-73.904099,1,183rd St entrance 1
Wilson Av,40.688805,-73.904741,1,Wilson Av entrance 1
Halsey St,40.695871,-73.905143,5,Halsey St entrance 5
Halsey St,40.695201,-73.903764,4,Halsey St entrance 4
Halsey St,40.695186,-73.903065,3,Halsey St entrance 3
Halsey St,40.69599,-73.905265,6,Halsey St entrance 6
Halsey St,40.696069,-73.904665,7,Halsey St entrance 7
Halsey St,40.696094,-73.90443,8,Halsey St entrance 8
East 149th St,40.812027,-73.903869,2,East 149th St entrance 2
East 149th St,40.812331,-73.904102,3,East 149th St entrance 3
East 149th St,40.811887,-73.904145,1,East 149th St entrance 1
East 149th St,40.812367,-73.903797,4,East 149th St entrance 4
231st St,40.878775,-73.905024,2,231st St entrance 2
231st St,40.878694,-73.904821,1,231st St entrance 1
231st St,40.879168,-73.904751,4,231st St entrance 4
231st St,40.879091,-73.904538,3,231st St entrance 3
Tremont Av,40.851052,-73.905093,4,Tremont Av entrance 4
Tremont Av,40.849968,-73.905226,2,Tremont Av entrance 2
Tremont Av,40.850124,-73.905841,3,Tremont Av entrance 3
Tremont Av,40.851176,-73.904263,5,Tremont Av entrance 5
Tremont Av,40.849864,-73.906084,1,Tremont Av entrance 1
Bushwick Av,40.6823,-73.905149,1,Bushwick Av entrance 1
Broadway Junction-East New York,40.678334,-73.903922,1,Broadway Junction-East New York entrance 1
Northern Blvd,40.753428,-73.906847,2,Northern Blvd entrance 2
Northern Blvd,40.753086,-73.907119,1,Northern Blvd entrance 1
East 143rd St-St Mary's St,40.80803,-73.90772,1,East 143rd St-St Mary's St entrance 1
East 143rd St-St Mary's St,40.808322,-73.908002,3,East 143rd St-St Mary's St entrance 3
East 143rd St-St Mary's St,40.808179,-73.908065,2,East 143rd St-St Mary's St entrance 2
East 143rd St-St Mary's St,40.80834,-73.907618,4,East 143rd St-St Mary's St entrance 4
Burnside Av,40.85367,-73.907654,4,Burnside Av entrance 4
Burnside Av,40.853313,-73.907977,2,Burnside Av entrance 2
Burnside Av,40.853181,-73.907782,1,Burnside Av entrance 1
Burnside Av,40.853596,-73.907393,3,Burnside Av entrance 3
Seneca Av,40.702835,-73.907894,2,Seneca Av entrance 2
Seneca Av,40.70278,-73.907515,1,Seneca Av entrance 1
Jackson Av,40.816589,-73.907893,3,Jackson Av entrance 3
Jackson Av,40.816873,-73.907379,4,Jackson Av entrance 4
Jackson Av,40.816349,-73.907836,2,Jackson Av entrance 2
Jackson Av,40.816201,-73.907942,1,Jackson Av entrance 1
Rockaway Av,40.662703,-73.909033,2,Rockaway Av entrance 2
Rockaway Av,40.662401,-73.908809,1,Rockaway Av entrance 1
Marble Hill-225th St,40.874437,-73.910529,2,Marble Hill-225th St entrance 2
Marble Hill-225th St,40.874308,-73.909795,1,Marble Hill-225th St entrance 1
174-175th Sts,40.844933,-73.911212,1,174-175th Sts entrance 1
174-175th Sts,40.846461,-73.909796,4,174-175th Sts entrance 4
174-175th Sts,40.844939,-73.910885,2,174-175th Sts entrance 2
174-175th Sts,40.846354,-73.909047,3,174-175th Sts entrance 3
Chauncey St,40.683313,-73.911334,1,Chauncey St entrance 1
Chauncey St,40.683417,-73.911242,2,Chauncey St entrance 2
Myrtle Av,40.699468,-73.910648,3,Myrtle Av entrance 3
Myrtle Av,40.699814,-73.911295,5,Myrtle Av entrance 5
Myrtle Av,40.699807,-73.910999,4,Myrtle Av entrance 4
176th St,40.848501,-73.911633,2,176th St entrance 2
176th St,40.848385,-73.912003,1,176th St entrance 1
Rockaway Av,40.678317,-73.913651,5,Rockaway Av entrance 5
Rockaway Av,40.67846,-73.910971,6,Rockaway Av entrance 6
Rockaway Av,40.678017,-73.910661,3,Rockaway Av entrance 3
Rockaway Av,40.678142,-73.910875,4,Rockaway Av entrance 4
Rockaway Av,40.678594,-73.913732,8,Rockaway Av entrance 8
Rockaway Av,40.678513,-73.910773,7,Rockaway Av entrance 7
Ditmars Blvd,40.775149,-73.912074,4,Ditmars Blvd entrance 4
Ditmars Blvd,40.775025,-73.911891,3,Ditmars Blvd entrance 3
Ditmars Blvd,40.774938,-73.912337,2,Ditmars Blvd entrance 2
Ditmars Blvd,40.77481,-73.912151,1,Ditmars Blvd entrance 1
Lincoln Av-52nd St,40.74459,-73.911294,4,Lincoln Av-52nd St entrance 4
Lincoln Av-52nd St,40.743933,-73.913003,1,Lincoln Av-52nd St entrance 1
Lincoln Av-52nd St,40.744453,-73.911282,3,Lincoln Av-52nd St entrance 3
Lincoln Av-52nd St,40.744067,-73.91308,2,Lincoln Av-52nd St entrance 2
46th St,40.755813,-73.912642,1,46th St entrance 1
46th St,40.756868,-73.914303,4,46th St entrance 4
46th St,40.756029,-73.91218,2,46th St entrance 2
46th St,40.756624,-73.914407,3,46th St entrance 3
170th St,40.838991,-73.914037,3,170th St entrance 3
170th St,40.838421,-73.913626,1,170th St entrance 1
170th St,40.839751,-73.912743,4,170th St entrance 4
170th St,40.840097,-73.913333,8,170th St entrance 8
170th St,40.838618,-73.914191,2,170th St entrance 2
Cypress Av,40.805171,-73.913933,3,Cypress Av entrance 3
Cypress Av,40.805155,-73.913208,2,Cypress Av entrance 2
Cypress Av,40.805234,-73.913391,4,Cypress Av entrance 4
Cypress Av,40.805047,-73.913524,1,Cypress Av entrance 1
Mt Eden Av,40.844702,-73.91465,2,Mt Eden Av entrance 2
Mt Eden Av,40.844389,-73.914578,1,Mt Eden Av entrance 1
215th St,40.869412,-73.915455,2,215th St entrance 2
215th St,40.869793,-73.91517,4,215th St entrance 4
215th St,40.869315,-73.915216,1,215th St entrance 1
215th St,40.869729,-73.914954,3,215th St entrance 3
Saratoga Av,40.661689,-73.91524,3,Saratoga Av entrance 3
Saratoga Av,40.661558,-73.915225,2,Saratoga Av entrance 2
Saratoga Av,40.661401,-73.915543,1,Saratoga Av entrance 1
Halsey St,40.685946,-73.915713,2,Halsey St entrance 2
Halsey St,40.685847,-73.915807,1,Halsey St entrance 1
149th St-3rd Av,40.816265,-73.917456,7,149th St-3rd Av entrance 7
149th St-3rd Av,40.815971,-73.917983,3,149th St-3rd Av entrance 3
149th St-3rd Av,40.815881,-73.917522,2,149th St-3rd Av entrance 2
149th St-3rd Av,40.815853,-73.917759,1,149th St-3rd Av entrance 1
149th St-3rd Av,40.816242,-73.917934,5,149th St-3rd Av entrance 5
149th St-3rd Av,40.816315,-73.917543,8,149th St-3rd Av entrance 8
149th St-3rd Av,40.816033,-73.918064,4,149th St-3rd Av entrance 4
149th St-3rd Av,40.816247,-73.917798,6,149th St-3rd Av entrance 6
170th St,40.83996,-73.918018,6,170th St entrance 6
170th St,40.839877,-73.917791,5,170th St entrance 5
170th St,40.840076,-73.917648,7,170th St entrance 7
Astoria Blvd-Hoyt Av,40.77087,-73.916935,3,Astoria Blvd-Hoyt Av entrance 3
Astoria Blvd-Hoyt Av,40.771009,-73.917167,4,Astoria Blvd-Hoyt Av entrance 4
Astoria Blvd-Hoyt Av,40.77017,-73.917755,1,Astoria Blvd-Hoyt Av entrance 1
Astoria Blvd-Hoyt Av,40.770313,-73.917978,2,Astoria Blvd-Hoyt Av entrance 2
DeKalb Av,40.70448,-73.919184,14,DeKalb Av entrance 14
DeKalb Av,40.703353,-73.917957,8,DeKalb Av entrance 8
DeKalb Av,40.703248,-73.91772,7,DeKalb Av entrance 7
DeKalb Av,40.70354,-73.917771,10,DeKalb Av entrance 10
DeKalb Av,40.704326,-73.919452,12,DeKalb Av entrance 12
DeKalb Av,40.703461,-73.917606,9,DeKalb Av entrance 9
DeKalb Av,40.704379,-73.919026,13,DeKalb Av entrance 13
DeKalb Av,40.704153,-73.919273,11,DeKalb Av entrance 11
167th St,40.834788,-73.917838,6,167th St entrance 6
167th St,40.834286,-73.917562,3,167th St entrance 3
167th St,40.834466,-73.918155,4,167th St entrance 4
167th St,40.834609,-73.917245,5,167th St entrance 5
167th St,40.832912,-73.918822,1,167th St entrance 1
167th St,40.833111,-73.919399,2,167th St entrance 2
Bliss St-46th St,40.743105,-73.918848,3,Bliss St-46th St entrance 3
Bliss St-46th St,40.743064,-73.918601,2,Bliss St-46th St entrance 2
Bliss St-46th St,40.743217,-73.918564,5,Bliss St-46th St entrance 5
Bliss St-46th St,40.74324,-73.918813,6,Bliss St-46th St entrance 6
Bliss St-46th St,40.742987,-73.917936,1,Bliss St-46th St entrance 1
Bliss St-46th St,40.743134,-73.917895,4,Bliss St-46th St entrance 4
207th St,40.864599,-73.918681,3,207th St entrance 3
207th St,40.86423,-73.918951,1,207th St entrance 1
207th St,40.864283,-73.919222,2,207th St entrance 2
207th St,40.864745,-73.918864,4,207th St entrance 4
Brook Av,40.80758,-73.918957,3,Brook Av entrance 3
Brook Av,40.807467,-73.919448,2,Brook Av entrance 2
Brook Av,40.807355,-73.919219,1,Brook Av entrance 1
Brook Av,40.807747,-73.919347,4,Brook Av entrance 4
Knickerbocker Av,40.698717,-73.918655,1,Knickerbocker Av entrance 1
Knickerbocker Av,40.698913,-73.918771,2,Knickerbocker Av entrance 2
Inwood - 207th St,40.868036,-73.919284,5,Inwood - 207th St entrance 5
Inwood - 207th St,40.868284,-73.919607,6,Inwood - 207th St entrance 6
Inwood - 207th St,40.867653,-73.920949,2,Inwood - 207th St entrance 2
Inwood - 207th St,40.867512,-73.92133,1,Inwood - 207th St entrance 1
Inwood - 207th St,40.867799,-73.921431,3,Inwood - 207th St entrance 3
Inwood - 207th St,40.867892,-73.921234,4,Inwood - 207th St entrance 4
Steinway St,40.758279,-73.919433,4,Steinway St entrance 4
Steinway St,40.756583,-73.921108,1,Steinway St entrance 1
Steinway St,40.756673,-73.920622,2,Steinway St entrance 2
Steinway St,40.758143,-73.919842,3,Steinway St entrance 3
Ralph Av,40.678702,-73.921552,1,Ralph Av entrance 1
Ralph Av,40.678984,-73.921442,2,Ralph Av entrance 2
Ralph Av,40.679164,-73.92187,3,Ralph Av entrance 3
167th St,40.835726,-73.921059,8,167th St entrance 8
167th St,40.835746,-73.921562,9,167th St entrance 9
167th St,40.8356,-73.921131,7,167th St entrance 7
167th St,40.835873,-73.92149,10,167th St entrance 10
30 Av-Grand Av,40.766787,-73.921629,2,30 Av-Grand Av entrance 2
30 Av-Grand Av,40.766963,-73.921192,3,30 Av-Grand Av entrance 3
30 Av-Grand Av,40.767052,-73.921409,4,30 Av-Grand Av entrance 4
30 Av-Grand Av,40.7667,-73.921406,1,30 Av-Grand Av entrance 1
Gates Av,40.69003,-73.923161,1,Gates Av entrance 1
Gates Av,40.690142,-73.923062,2,Gates Av entrance 2
Sutter Av,40.664891,-73.922675,2,Sutter Av entrance 2
Sutter Av,40.664887,-73.923109,1,Sutter Av entrance 1
Sutter Av,40.66516,-73.92297,3,Sutter Av entrance 3
Jefferson St,40.707071,-73.923877,5,Jefferson St entrance 5
Jefferson St,40.705943,-73.922036,1,Jefferson St entrance 1
Jefferson St,40.706228,-73.92191,3,Jefferson St entrance 3
Jefferson St,40.707229,-73.923725,6,Jefferson St entrance 6
Jefferson St,40.706082,-73.9223,2,Jefferson St entrance 2
Jefferson St,40.70632,-73.922062,4,Jefferson St entrance 4
Lowery St-40th St,40.743911,-73.924385,4,Lowery St-40th St entrance 4
Lowery St-40th St,40.74371,-73.924161,1,Lowery St-40th St entrance 1
Lowery St-40th St,40.743882,-73.924112,3,Lowery St-40th St entrance 3
Lowery St-40th St,40.743743,-73.924417,2,Lowery St-40th St entrance 2
Broadway,40.761773,-73.925399,5,Broadway entrance 5
Broadway,40.76188,-73.925638,6,Broadway entrance 6
Broadway,40.762217,-73.925349,7,Broadway entrance 7
Dyckman St,40.861187,-73.925078,2,Dyckman St entrance 2
Dyckman St,40.861183,-73.92511,1,Dyckman St entrance 1
Yankee Stadium-161st St,40.82784,-73.925715,13,Yankee Stadium-161st St entrance 13
Yankee Stadium-161st St,40.827471,-73.92625,4,Yankee Stadium-161st St entrance 4
Yankee Stadium-161st St,40.827372,-73.924217,1,Yankee Stadium-161st St entrance 1
Yankee Stadium-161st St,40.827539,-73.924156,7,Yankee Stadium-161st St entrance 7
Yankee Stadium-161st St,40.828011,-73.925588,16,Yankee Stadium-161st St entrance 16
Yankee Stadium-161st St,40.827572,-73.924028,9,Yankee Stadium-161st St entrance 9
Yankee Stadium-161st St,40.827488,-73.926004,5,Yankee Stadium-161st St entrance 5
Yankee Stadium-161st St,40.827545,-73.926202,8,Yankee Stadium-161st St entrance 8
Yankee Stadium-161st St,40.827399,-73.926394,2,Yankee Stadium-161st St entrance 2
Yankee Stadium-161st St,40.827529,-73.926322,6,Yankee Stadium-161st St entrance 6
Yankee Stadium-161st St,40.827605,-73.926282,10,Yankee Stadium-161st St entrance 10
Yankee Stadium-161st St,40.827854,-73.925745,14,Yankee Stadium-161st St entrance 14
Yankee Stadium-161st St,40.827942,-73.926,15,Yankee Stadium-161st St entrance 15
Yankee Stadium-161st St,40.827759,-73.9261,12,Yankee Stadium-161st St entrance 12
Yankee Stadium-161st St,40.827685,-73.925842,11,Yankee Stadium-161st St entrance 11
Yankee Stadium-161st St,40.827461,-73.926362,3,Yankee Stadium-161st St entrance 3
138th St-3rd Ave,40.810019,-73.925438,1,138th St-3rd Ave entrance 1
138th St-3rd Ave,40.810241,-73.925267,3,138th St-3rd Ave entrance 3
138th St-3rd Ave,40.810831,-73.926655,7,138th St-3rd Ave entrance 7
138th St-3rd Ave,40.810712,-73.92705,6,138th St-3rd Ave entrance 6
138th St-3rd Ave,40.810102,-73.925641,2,138th St-3rd Ave entrance 2
138th St-3rd Ave,40.810282,-73.925386,4,138th St-3rd Ave entrance 4
138th St-3rd Ave,40.810638,-73.926883,5,138th St-3rd Ave entrance 5
Dyckman St-200th St,40.865296,-73.927411,2,Dyckman St-200th St entrance 2
Dyckman St-200th St,40.865362,-73.928059,4,Dyckman St-200th St entrance 4
Dyckman St-200th St,40.865744,-73.927172,6,Dyckman St-200th St entrance 6
Dyckman St-200th St,40.865342,-73.926964,3,Dyckman St-200th St entrance 3
Dyckman St-200th St,40.865446,-73.927035,5,Dyckman St-200th St entrance 5
Dyckman St-200th St,40.865758,-73.927266,7,Dyckman St-200th St entrance 7
Dyckman St-200th St,40.865248,-73.927279,1,Dyckman St-200th St entrance 1
149th St-Grand Concourse,40.818281,-73.927251,2,149th St-Grand Concourse entrance 2
149th St-Grand Concourse,40.818405,-73.927101,4,149th St-Grand Concourse entrance 4
149th St-Grand Concourse,40.818373,-73.927609,3,149th St-Grand Concourse entrance 3
149th St-Grand Concourse,40.818259,-73.927659,1,149th St-Grand Concourse entrance 1
Central Av,40.697876,-73.926525,1,Central Av entrance 1
Central Av,40.698033,-73.926371,2,Central Av entrance 2
36th St,40.75193,-73.927141,5,36th St entrance 5
36th St,40.751868,-73.930585,4,36th St entrance 4
36th St,40.752232,-73.928775,7,36th St entrance 7
36th St,40.752198,-73.929263,6,36th St entrance 6
36th St,40.752238,-73.927662,8,36th St entrance 8
Kosciusko St,40.692929,-73.92794,1,Kosciusko St entrance 1
Kosciusko St,40.69293,-73.928257,2,Kosciusko St entrance 2
191st St,40.855374,-73.929536,1,191st St entrance 1
191st St,40.856413,-73.932605,2,191st St entrance 2
36 Av-Washington Av,40.756796,-73.92974,3,36 Av-Washington Av entrance 3
36 Av-Washington Av,40.756379,-73.929766,1,36 Av-Washington Av entrance 1
36 Av-Washington Av,40.756478,-73.929993,2,36 Av-Washington Av entrance 2
138th St,40.813363,-73.929847,3,138th St entrance 3
138th St,40.813328,-73.930004,2,138th St entrance 2
138th St,40.813091,-73.929689,1,138th St entrance 1
Utica Av,40.679095,-73.930044,8,Utica Av entrance 8
Utica Av,40.679346,-73.931987,9,Utica Av entrance 9
Utica Av,40.67953,-73.932021,11,Utica Av entrance 11
Utica Av,40.679487,-73.929725,10,Utica Av entrance 10
Rawson St-33rd St,40.744594,-73.931829,3,Rawson St-33rd St entrance 3
Rawson St-33rd St,40.744763,-73.931794,6,Rawson St-33rd St entrance 6
Rawson St-33rd St,40.744658,-73.930865,4,Rawson St-33rd St entrance 4
Rawson St-33rd St,40.744494,-73.930894,1,Rawson St-33rd St entrance 1
Rawson St-33rd St,40.744568,-73.93157,2,Rawson St-33rd St entrance 2
Rawson St-33rd St,40.744724,-73.931533,5,Rawson St-33rd St entrance 5
39 Av-Beebe Av,40.752901,-73.932903,2,39 Av-Beebe Av entrance 2
39 Av-Beebe Av,40.752491,-73.932936,1,39 Av-Beebe Av entrance 1
Utica Av,40.669102,-73.934213,7,Utica Av entrance 7
Utica Av,40.668708,-73.931883,2,Utica Av entrance 2
Utica Av,40.66896,-73.931675,5,Utica Av entrance 5
Utica Av,40.6687,-73.931702,1,Utica Av entrance 1
Utica Av,40.668935,-73.931831,4,Utica Av entrance 4
Utica Av,40.668969,-73.931874,6,Utica Av entrance 6
Utica Av,40.668838,-73.934239,3,Utica Av entrance 3
Morgan Av,40.70621,-73.93196,2,Morgan Av entrance 2
Morgan Av,40.706317,-73.931696,3,Morgan Av entrance 3
Morgan Av,40.706073,-73.933633,1,Morgan Av entrance 1
181st St,40.849098,-73.933747,1,181st St entrance 1
181st St,40.849435,-73.933428,2,181st St entrance 2
190th St,40.858899,-73.932702,2,190th St entrance 2
190th St,40.858886,-73.934226,1,190th St entrance 1
Myrtle Av,40.696893,-73.935461,1,Myrtle Av entrance 1
Myrtle Av,40.696987,-73.935559,2,Myrtle Av entrance 2
145th St,40.820602,-73.935933,3,145th St entrance 3
145th St,40.820343,-73.936508,2,145th St entrance 2
145th St,40.820662,-73.936275,4,145th St entrance 4
145th St,40.820161,-73.936253,1,145th St entrance 1
Harlem-148th St,40.824069,-73.936981,1,Harlem-148th St entrance 1
Queens Plaza,40.748807,-73.937057,4,Queens Plaza entrance 4
Queens Plaza,40.748466,-73.938244,1,Queens Plaza entrance 1
Queens Plaza,40.749577,-73.936094,6,Queens Plaza entrance 6
Queens Plaza,40.749857,-73.936198,7,Queens Plaza entrance 7
Queens Plaza,40.749086,-73.937896,5,Queens Plaza entrance 5
Queens Plaza,40.748705,-73.938471,3,Queens Plaza entrance 3
Queens Plaza,40.748697,-73.937364,2,Queens Plaza entrance 2
125th St,40.804407,-73.937234,3,125th St entrance 3
125th St,40.804597,-73.9374,5,125th St entrance 5
125th St,40.804164,-73.937444,1,125th St entrance 1
125th St,40.804251,-73.937658,2,125th St entrance 2
125th St,40.804517,-73.937186,4,125th St entrance 4
181st St,40.852759,-73.936636,7,181st St entrance 7
181st St,40.850717,-73.938214,3,181st St entrance 3
181st St,40.85087,-73.938537,6,181st St entrance 6
181st St,40.850752,-73.93813,4,181st St entrance 4
181st St,40.850778,-73.938472,5,181st St entrance 5
155th St,40.830313,-73.936687,1,155th St entrance 1
168th St - Washington Heights,40.840741,-73.939252,1,168th St - Washington Heights entrance 1
168th St - Washington Heights,40.84176,-73.939067,2,168th St - Washington Heights entrance 2
168th St - Washington Heights,40.841928,-73.939455,4,168th St - Washington Heights entrance 4
168th St - Washington Heights,40.84186,-73.939569,3,168th St - Washington Heights entrance 3
175th St,40.847992,-73.939564,7,175th St entrance 7
175th St,40.847946,-73.939375,6,175th St entrance 6
175th St,40.847809,-73.939807,3,175th St entrance 3
175th St,40.847944,-73.939679,5,175th St entrance 5
175th St,40.846407,-73.939861,2,175th St entrance 2
175th St,40.846352,-73.940287,1,175th St entrance 1
175th St,40.847859,-73.939303,4,175th St entrance 4
Montrose Av,40.707723,-73.940044,1,Montrose Av entrance 1
Montrose Av,40.707819,-73.939749,2,Montrose Av entrance 2
163rd St - Amsterdam Av,40.835936,-73.940137,3,163rd St - Amsterdam Av entrance 3
163rd St - Amsterdam Av,40.835192,-73.940146,1,163rd St - Amsterdam Av entrance 1
163rd St - Amsterdam Av,40.835278,-73.939625,2,163rd St - Amsterdam Av entrance 2
168th St,40.840717,-73.93972,1,168th St entrance 1
168th St,40.841024,-73.940083,3,168th St entrance 3
168th St,40.840859,-73.940209,2,168th St entrance 2
Queensboro Plaza,40.750835,-73.939671,2,Queensboro Plaza entrance 2
Queensboro Plaza,40.750302,-73.940245,1,Queensboro Plaza entrance 1
Grand St,40.712017,-73.940976,3,Grand St entrance 3
Grand St,40.711912,-73.940433,2,Grand St entrance 2
Grand St,40.712182,-73.940668,4,Grand St entrance 4
Grand St,40.711791,-73.940742,1,Grand St entrance 1
135th St,40.813896,-73.940831,1,135th St entrance 1
135th St,40.814316,-73.94091,4,135th St entrance 4
135th St,40.814024,-73.941117,2,135th St entrance 2
135th St,40.814188,-73.940618,3,135th St entrance 3
Kingston-Throop,40.679804,-73.941119,2,Kingston-Throop entrance 2
Kingston-Throop,40.68001,-73.940247,3,Kingston-Throop entrance 3
Kingston-Throop,40.679728,-73.941362,1,Kingston-Throop entrance 1
Kingston-Throop,40.680057,-73.940483,4,Kingston-Throop entrance 4
Flushing Av,40.700629,-73.941995,3,Flushing Av entrance 3
Flushing Av,40.700847,-73.94171,6,Flushing Av entrance 6
Flushing Av,40.70072,-73.941672,5,Flushing Av entrance 5
Flushing Av,40.700634,-73.942173,4,Flushing Av entrance 4
155th St,40.830744,-73.941597,2,155th St entrance 2
155th St,40.831106,-73.94155,6,155th St entrance 6
155th St,40.830921,-73.9411,4,155th St entrance 4
155th St,40.831031,-73.941149,5,155th St entrance 5
155th St,40.831139,-73.941447,7,155th St entrance 7
155th St,40.830854,-73.941638,3,155th St entrance 3
116th St,40.798852,-73.9416,4,116th St entrance 4
116th St,40.798466,-73.941882,2,116th St entrance 2
116th St,40.798404,-73.941647,1,116th St entrance 1
116th St,40.798742,-73.941406,3,116th St entrance 3
Kingston Av,40.669261,-73.941948,1,Kingston Av entrance 1
Kingston Av,40.669289,-73.942463,2,Kingston Av entrance 2
21st St,40.754255,-73.941935,7,21st St entrance 7
21st St,40.754322,-73.942374,8,21st St entrance 8
21st St,40.754131,-73.942491,5,21st St entrance 5
21st St,40.754195,-73.942521,6,21st St entrance 6
21st St,40.754069,-73.942132,4,21st St entrance 4
Long Island City-Court Square,40.746214,-73.945115,1,Long Island City-Court Square entrance 1
Long Island City-Court Square,40.746243,-73.944011,2,Long Island City-Court Square entrance 2
Long Island City-Court Square,40.746869,-73.943522,3,Long Island City-Court Square entrance 3
Graham Av,40.714439,-73.94419,2,Graham Av entrance 2
Graham Av,40.714433,-73.944546,1,Graham Av entrance 1
Graham Av,40.714661,-73.944287,4,Graham Av entrance 4
Graham Av,40.714613,-73.94457,3,Graham Av entrance 3
145th St,40.824028,-73.944409,7,145th St entrance 7
145th St,40.825581,-73.943444,9,145th St entrance 9
145th St,40.825622,-73.943796,10,145th St entrance 10
145th St,40.824244,-73.944931,8,145th St entrance 8
145th St,40.823915,-73.945027,6,145th St entrance 6
145th St,40.823791,-73.944726,5,145th St entrance 5
110th St,40.794682,-73.944319,1,110th St entrance 1
110th St,40.794804,-73.944613,2,110th St entrance 2
110th St,40.794811,-73.944235,3,110th St entrance 3
110th St,40.794927,-73.944502,4,110th St entrance 4
157th St,40.834268,-73.945183,4,157th St entrance 4
157th St,40.833832,-73.944753,1,157th St entrance 1
157th St,40.83386,-73.94462,2,157th St entrance 2
157th St,40.834221,-73.945073,3,157th St entrance 3
45 Rd-Court House Sq,40.746308,-73.945713,3,45 Rd-Court House Sq entrance 3
45 Rd-Court House Sq,40.74613,-73.945349,1,45 Rd-Court House Sq entrance 1
45 Rd-Court House Sq,40.746232,-73.945322,2,45 Rd-Court House Sq entrance 2
125th St,40.807875,-73.945229,8,125th St entrance 8
125th St,40.807681,-73.945752,7,125th St entrance 7
125th St,40.807995,-73.945524,9,125th St entrance 9
125th St,40.807548,-73.945463,6,125th St entrance 6
23rd St-Ely Av,40.747706,-73.944626,2,23rd St-Ely Av entrance 2
23rd St-Ely Av,40.747371,-73.944287,1,23rd St-Ely Av entrance 1
23rd St-Ely Av,40.747954,-73.94724,3,23rd St-Ely Av entrance 3
23rd St-Ely Av,40.748195,-73.947163,4,23rd St-Ely Av entrance 4
Lorimer St,40.703454,-73.946536,2,Lorimer St entrance 2
Lorimer St,40.704279,-73.948324,3,Lorimer St entrance 3
Lorimer St,40.704396,-73.948223,4,Lorimer St entrance 4
Lorimer St,40.703321,-73.946613,1,Lorimer St entrance 1
103rd St,40.790193,-73.947649,5,103rd St entrance 5
103rd St,40.790279,-73.947856,6,103rd St entrance 6
Flatbush Av-Brooklyn College,40.631845,-73.947665,1,Flatbush Av-Brooklyn College entrance 1
Flatbush Av-Brooklyn College,40.632463,-73.947518,4,Flatbush Av-Brooklyn College entrance 4
Flatbush Av-Brooklyn College,40.632359,-73.947389,3,Flatbush Av-Brooklyn College entrance 3
Flatbush Av-Brooklyn College,40.632324,-73.947482,2,Flatbush Av-Brooklyn College entrance 2
Flatbush Av-Brooklyn College,40.63275,-73.947375,5,Flatbush Av-Brooklyn College entrance 5
