station_name,entrance_latitude,entrance_longitude,entrance_number,station_entrance
World Trade Center,40.711793,-74.010165,2,World Trade Center entrance 2
World Trade Center,40.713435,-74.009292,8,World Trade Center entrance 8
World Trade Center,40.713036,-74.009245,5,World Trade Center entrance 5
World Trade Center,40.713286,-74.009511,6,World Trade Center entrance 6
World Trade Center,40.712681,-74.009891,4,World Trade Center entrance 4
World Trade Center,40.713333,-74.009033,7,World Trade Center entrance 7
45th St,40.649389,-74.009333,2,45th St entrance 2
45th St,40.649424,-74.009728,3,45th St entrance 3
45th St,40.649265,-74.009457,1,45th St entrance 1
45th St,40.649546,-74.009602,4,45th St entrance 4
Cortlandt St,40.710435,-74.011066,2,Cortlandt St entrance 2
Cortlandt St,40.710871,-74.010767,3,Cortlandt St entrance 3
Cortlandt St,40.711065,-74.010644,4,Cortlandt St entrance 4
Cortlandt St,40.710201,-74.011198,1,Cortlandt St entrance 1
Broad St,40.708027,-74.009814,9,Broad St entrance 9
Broad St,40.706911,-74.010494,7,Broad St entrance 7
Broad St,40.707117,-74.010821,8,Broad St entrance 8
Broad St,40.706887,-74.010687,6,Broad St entrance 6
Broad St,40.706001,-74.011497,3,Broad St entrance 3
Broad St,40.705747,-74.011554,1,Broad St entrance 1
Broad St,40.706439,-74.011263,5,Broad St entrance 5
Broad St,40.705961,-74.011229,2,Broad St entrance 2
Broad St,40.706142,-74.011128,4,Broad St entrance 4
8th Av,40.634552,-74.010726,1,8th Av entrance 1
Wall St,40.70719,-74.011997,6,Wall St entrance 6
Wall St,40.707446,-74.011848,10,Wall St entrance 10
Wall St,40.707671,-74.011854,13,Wall St entrance 13
Wall St,40.707577,-74.011927,11,Wall St entrance 11
Wall St,40.707428,-74.012067,8,Wall St entrance 8
Wall St,40.707315,-74.012161,7,Wall St entrance 7
Wall St,40.708436,-74.011298,14,Wall St entrance 14
Wall St,40.707577,-74.011731,12,Wall St entrance 12
Whitehall St,40.704096,-74.013293,4,Whitehall St entrance 4
Whitehall St,40.702108,-74.012642,2,Whitehall St entrance 2
Whitehall St,40.704015,-74.013284,3,Whitehall St entrance 3
Whitehall St,40.701938,-74.012588,1,Whitehall St entrance 1
Whitehall St,40.704114,-74.013,5,Whitehall St entrance 5
Rector St,40.707495,-74.013273,6,Rector St entrance 6
Rector St,40.707659,-74.013166,9,Rector St entrance 9
Rector St,40.708083,-74.012863,13,Rector St entrance 13
Rector St,40.70795,-74.012963,11,Rector St entrance 11
Rector St,40.707225,-74.013454,5,Rector St entrance 5
Rector St,40.708028,-74.012696,12,Rector St entrance 12
Rector St,40.707902,-74.012774,10,Rector St entrance 10
Rector St,40.707647,-74.012924,8,Rector St entrance 8
Rector St,40.706345,-74.014,1,Rector St entrance 1
South Ferry,40.701313,-74.013479,1,South Ferry entrance 1
South Ferry,40.701961,-74.013397,2,South Ferry entrance 2
South Ferry,40.702033,-74.013149,3,South Ferry entrance 3
Rector St,40.708107,-74.013445,14,Rector St entrance 14
Rector St,40.708191,-74.013582,15,Rector St entrance 15
Rector St,40.707564,-74.013853,7,Rector St entrance 7
Rector St,40.706493,-74.014319,2,Rector St entrance 2
Rector St,40.706527,-74.014144,3,Rector St entrance 3
Rector St,40.706597,-74.014115,4,Rector St entrance 4
53rd St,40.644601,-74.014309,2,53rd St entrance 2
53rd St,40.644653,-74.01469,3,53rd St entrance 3
53rd St,40.644493,-74.014419,1,53rd St entrance 1
53rd St,40.645619,-74.013688,5,53rd St entrance 5
53rd St,40.644756,-74.014586,4,53rd St entrance 4
Bowling Green,40.704659,-74.01392,3,Bowling Green entrance 3
Bowling Green,40.704629,-74.013502,2,Bowling Green entrance 2
Bowling Green,40.704825,-74.014572,5,Bowling Green entrance 5
Bowling Green,40.704157,-74.014509,1,Bowling Green entrance 1
Bowling Green,40.704795,-74.014454,4,Bowling Green entrance 4
59th St,40.641435,-74.017561,3,59th St entrance 3
59th St,40.640501,-74.018531,1,59th St entrance 1
59th St,40.640682,-74.018857,2,59th St entrance 2
59th St,40.641633,-74.017362,5,59th St entrance 5
59th St,40.641778,-74.017722,6,59th St entrance 6
59th St,40.641606,-74.017897,4,59th St entrance 4
Bay Ridge Av,40.634827,-74.02358,2,Bay Ridge Av entrance 2
Bay Ridge Av,40.634768,-74.023339,1,Bay Ridge Av entrance 1
Bay Ridge Av,40.635468,-74.023313,3,Bay Ridge Av entrance 3
77th St,40.62955,-74.025731,2,77th St entrance 2
77th St,40.629503,-74.025452,1,77th St entrance 1
77th St,40.630221,-74.025459,3,77th St entrance 3
86th St,40.623498,-74.028204,4,86th St entrance 4
86th St,40.622583,-74.028315,2,86th St entrance 2
86th St,40.622656,-74.028547,3,86th St entrance 3
95th St,40.617587,-74.030696,5,95th St entrance 5
95th St,40.616021,-74.031383,2,95th St entrance 2
95th St,40.617363,-74.030404,4,95th St entrance 4
95th St,40.615893,-74.03086,1,95th St entrance 1
95th St,40.616189,-74.031234,3,95th St entrance 3
